,num_boleta,nombre,sexo,fecha_nacimiento,estatus_candidatura,url_cv,url_foto,descripcion,vision_jurisdiccional,vision_impjusticia,propuesta1,propuesta2,propuesta3
39,40,DE PAZ GONZALEZ ISAAC,H,1981-02-20,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_231.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/231.jpg,Quiero ser Ministro de la SCJN para impulsar una profunda justicia social y lograr vida digna para el pueblo de México.,"La función jurisdiccional debe impulsar los anhelos de justicia de los sectores sociales más desprotegidos y vulnerados históricamente. Para ello, las y los ministros de la SCJN debe tener gran capacidad técnica e intelectual para apoyar sus decisiones en las nuevas bases del constitucionalismo transformador de las condiciones de vida del pueblo mexicano; con visión de Estado, sensibilidad hacía las víctimas y con capacidad de trabajo sólido y constructiva de un nuevo Poder Judicial.","Desde la SCJN se debe propiciar el efecto estructural de los procedentes del Pleno y que se implementen no solo en los plenos de tribunales colegiados y juzgados de distrito, sino que debemos crear puentes de diálogo con la justicia local para que las decisiones constitucionales logren un efecto pedagógico y transversal. De esta manera, los juicios desde primera instancia deberán apegarse al precedente y poco a poco se hará más eficiente el sistema de justicia de todo el país.","Ampliar las líneas jurisprudenciales en amparo directo e indirecto, así como procesos dialógicos para mejorar la justicia pronta y expedita que atienda sectores de alta vulnerabilidad como mujeres víctimas de algún tipo de violencia, niñez que sufre maltrato, derechos de los consumidores y los derechos socioeconómicos de los pueblos originarios, comunidades rurales y afromexicanas.","En materia de controversias y acciones de inconstitucionalidad, desplegar con especial cuidado los principios del Estado constitucional mexicano para recuperar los beneficios sociales del sector energético, las telecomunicaciones, los minerales, nuestros alimentos ancestrales y los medios de transporte sustentables. Sectores que deben ser reivindicados en los citados procedimientos que lleva la SCJN como máximo intérprete de la Constitución.","Dar apertura a una justicia más cercana, con búsqueda de soluciones de fondo y no de forma, impulsando una agenda ciudadana en la SCJN, y a su vez, mejorar la función jurisdiccional mediante un cambio profundo de la Escuela Federal de Formación Judicial que facilite a los integrantes del PJF su desarrollo profesional con programas de posgrado que sustituyan el sistema de juntar diplomas, sino que verdaderamente se propicien estudios de vocación y visión de cambio judicial."
40,41,ESPINOSA BETANZO IRVING,H,1975-12-23,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_236.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/236.jpg,"Construir una Corte para todas y todos, que separe el poder económico de la justicia; impartir justicia sin corrupción.","Juzgar con valores, no con favores. Los principios deben guiar la actuación de las personas juzgadoras, por ello deben actuar con honestidad, combatir la corrupción y la impunidad; la función jurisdiccional debe ejercerse con pleno respeto a los derechos humanos y a la dignidad humana, con profundo amor al pueblo y libre de influencias, privilegios y discriminación, consciente de que las decisiones trascienden en la vida de las personas y de nuestro pueblo.","La paz y la tranquilidad son fruto de la justicia y el progreso sin justicia es retroceso; la justicia tiene que estar al servicio del pueblo, no del mejor postor. No llegar para solo ocupar cargos públicos, sino para transformar al país en beneficio de todas y todos, pero en principio de los más débiles. Privilegiar el interés colectivo sobre el interés particular. Recuperar la confianza de la ciudadanía en las personas juzgadoras, pero principalmente en la justicia mexicana","En materia de combate a la corrupción, garantizar el acceso a la información, principalmente de forma proactiva, para generar confianza en las personas a través de la atención efectiva, sencilla, pronta y clara de sus cuestionamientos. Rendir cuentas a la ciudadanía a través de los informes de labores. Colaborar y facilitar la actividad de las autoridades encargadas de investigar y sancionar los actos de corrupción que cometa el personal del Poder Judicial, incluidos los de la propia Corte.","En materia de cultura de derechos humanos, establecer un programa de capacitación constante y permanente en la materia para todo el personal, de tal suerte que no solo le sirva para realizar la labor jurisdiccional sino para que le sea útil en su vida cotidiana; en el caso del personal jurisdiccional, difundir y profundizar en el estudio y aplicación de los diversos protocolos de actuación para quienes imparten justicia a fin de que todas las personas accedan a la justicia.","Cercanía con la ciudadanía. Las oficinas de la Corte deben ser de puertas abiertas, para que ello ocurra no solo basta dar una orden, es necesario capacitar a todo el personal en la atención al público, de tal forma que cualquier persona que acuda sea atendida con dignidad y respeto. Eliminar el formalismo sin que ello implique perder calidad en el estudio y resolución de casos, incorporando el formato de lectura fácil. Usar las redes sociales como vías de comunicación directa con las personas."
41,42,ESPINOZA HERNANDEZ RAYMUNDO,H,1982-08-22,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_50.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/50.jpg,Para contribuir a democratizar el PJ y transformar la cultura jurídica neoliberal en favor de la justicia social.,"La Suprema Corte debe emitir resoluciones con sentido social y no meramente legal, conforme al Estado social de derecho que establece nuestra Constitución. Es esencial humanizar la impartición de justicia. La Suprema Corte, como tribunal constitucional, protege el Estado de Derecho, pero también debe promover la igualdad social, ya que el nuestro es un Estado social de Derecho donde la justicia legal solo tiene sentido si es al mismo tiempo justicia social.","La impartición de justicia debe trascender la aplicación mecánica del Derecho para asumir un enfoque social. Se trata de impulsar un nuevo modelo de impartición de justicia para que la SCJN evolucione y se convierta en una auténtica Corte de Justicia Social. La justicia es precisamente un servicio y quizás el principal servicio público que presten las instituciones del Estado. Se deben reivindicar criterios que eviten fallos unilaterales, ajenos a la Constitución y la soberanía nacional.","La SCJN debe emitir resoluciones con sentido social y no solo jurídico, conforme al modelo de Estado social de Derecho que establece la Constitución. La impartición de justicia no puede reducirse a la aplicación de la ley, sino que debe considerar el impacto humano y ambiental de sus decisiones. La justicia legal solo tiene sentido si es también justicia social. Por ello, es necesario impulsar resoluciones que observen los más altos estándares en derechos colectivos y de protección de los DESCA.","El Poder Judicial debe ser accesible y responder al interés público. Para ello, es indispensable fortalecer la defensoría pública, impedir que la impartición de justicia ceda ante intereses políticos y corporativos ilegítimos y reformar su funcionamiento con mayor transparencia. En ese sentido, se deben hacer públicas las audiencias y reuniones del personal judicial con las partes, reducir los plazos de presentación de informes y promover visitas de reconocimiento en casos que lo requieran.","Es necesario revisar los planes y programas de estudio en las facultades de Derecho y en los espacios de formación judicial, promoviendo un enfoque crítico y social del Derecho. Se deben transformar las metodologías de enseñanza e investigación, así como erradicar la concepción instrumental del Derecho que prevalece en la práctica jurídica. Esto permitirá formar operadores judiciales comprometidos con la democratización de las instituciones y con el constitucionalismo social mexicano."
42,43,FIGUEROA MEJIA GIOVANNI AZAEL,H,1978-08-07,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_240.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/240.jpg,Porque quiero contribuir con mi país en la reconstrucción del PJF y porque sé la labor que ahora debe desempeñar la SCJN,"Es indispensable que la nueva Suprema Corte se integre con perfiles que conozcan y sepan interpretar la Constitución, en particular, y el ordenamiento jurídico, en general; pero, además, que tengan gran disposición para escuchar a la población y empatizar con sus necesidades. Se requiere que la función jurisdiccional sea accesible, transparente y que responda a las inquietudes, valores y aspiraciones de la sociedad.","La Suprema Corte debe proteger los derechos de toda la población, especialmente de los más vulnerables; garantizar que las leyes respeten la Constitución y los tratados internacionales; y velar por el equilibrio de competencias entre autoridades. Para ello, sus integrantes deben ser imparciales y honestos, y emitir sentencias claras y humanistas que contribuyan a la conformación de un renovado sistema de justicia equitativo y sensible a las necesidades sociales.","Dialogar constantemente con los poderes Ejecutivo y Legislativo para fortalecer juntos el Estado de Derecho, el bienestar común y la protección de derechos humanos.","Asegurar una integración igualitaria e incluyente en la Suprema Corte mediante el impulso de la paridad entre hombres y mujeres, así como con la apertura de espacios de trabajo para grupos minoritarios.",Impulsar una justicia de puertas abiertas donde la población pueda hacer llegar sus opiniones y propuestas para atender las necesidades sociales.
43,44,FLORES CASTRO MAURICIO,H,1985-09-22,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_52.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/52.jpg,PARA QUE LA JUSTICIA LLEGUE A TODOS LOS SECTORES DE LA POBLACIÓN Y SEA UN INSTRUMENTO PARA UN MEJOR PAÍS.,"EL ESTADO DE DERECHO ES UNA HERRAMIENTA ESENCIAL PARA EL CORRECTO FUNCIONAMIENTO DE CUALQUIER PAÍS, SIN EMBARGO, EN UN PAÍS COMO MÉXICO DICHA EXIGENCIA ES AÚN MÁS IMPORTANTE, YA QUE EL MISMO DEBE SERVIR PARA QUE TODOS LOS CIUDADANOS, NO SOLO LOS QUE MÁS TIENEN, TENGAN ACCESO A LA JUSTICIA Y PUEDAN CONFIAR EN QUE LAS LEYES Y SU APLICACIÓN LOS PROTEGERÁN CONTRA ABUSOS Y ATROPELLOS. EN ESTE TENOR LOS JUECES TIENEN LA ALTA OBLIGACIÓN DE GENERAR HERRAMIENTAS PARA EL PROGRESO DEL PAÍS.","LA JUSTICIA DEBE PERMEAR TODAS LAS CAPAS DE LA SOCIEDAD, TODOS DEBEN TENER CERTEZA DE QUE PUEDEN INTERACTUAR EN SOCIEDAD CON LA ABSOLUTA TRANQUILIDAD DE QUE SI ALGUIEN INCUMPLE SU MANDATO NORMATIVO VA A TENER CONSECUENCIAS, Y QUE POR ENDE PUEDE CONFIAR EN EL ESTADO DE DERECHO PARA PODER EMPRENDER Y REALIZAR TODAS SUS ACTIVIDADES CON LA TRANQUILIDAD DE QUE ESTÁN PROTEGIDOS Y COBIJADOS POR JUECES JUSTOS E IMPARCIALES, QUE ANALIZARAN CON ABSOLUTA SERIEDAD CADA CASO.","ELABORACIÓN DE SENTENCIAS MÁS SIMPLES QUE PUEDAN SER COMPRENDIDAS POR TODOS, LAS CUALES DEBEN SER PUBLICITADAS A EFECTO DE QUE LA GENTE TENGA CONOCIMIENTO DE LOS CRITERIOS JURÍDICOS NOVEDOSOS.",PUERTAS ABIERTAS A LOS CIUDADANOS QUE QUIERAN PLANTEAR UN TEMA JURÍDICO RELEVANTE.,"JUSTICIA CON SENTIDO SOCIAL, YA QUE LA LEY NO PUEDE SER INTERPRETADA EN FORMA ABSTRACTA."
44,45,GARCIA GONZALEZ JAIME SALVADOR,H,1974-06-23,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_53.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/53.jpg,"Busco que se respeten siempre los derechos humanos, con una igualdad jurídica de TODAS, TODOS Y TODXS sin excepción.","Los Tribunales, empezando por la Suprema Corte, no solo deben aplicar justicia distributiva y justicia conmutativa de corte, sino también procurar por una JUSTICIA SOCIAL. Los formalismos no deben de prevalecer sobre la RESOLUCIÓN DE FONDO en los juicios. Debe mantenerse la AUTONOMÍA DEL PODER JUDICIAL, reconociendo la cooperación y colaboración con los Poderes Ejecutivo y Legislativo, así como los Órganos Autónomos, manteniendo una cercanía con la población.","La impartición de justicia debe atender los problemas inmediatos de la población, protegiendo a los grupos vulnerables: pueblos y comunidades indígenas y grupos afromexicanos, los integrantes de la comunidad LGBTTTIQ, los menores de edad, en particular los que son víctimas de abandono o abuso, y la defensa de la igualdad sustantiva de las mujeres debe ser una prioridad, aplicando una perspectiva de género en sus problemas. Los adultos mayores merecen también una tutela especial.","Respetando la autonomía del Poder Judicial de la Federación, sería positivo que quien presida la Suprema Corte participe ocasionalmente en las reuniones del Gabinete de Seguridad, sin que ello comprometa su imparcialidad, no enterándose de operativos que puedan derivan en juicios, pero sí conocer y opinar sobre la problemática del entorno a la delincuencia que existe en varias zonas del país. Sugerir respetuosamente medidas que salvaguarden la protección de los derechos humanos de todas y todos.","Todas y todos los juzgadores, incluyendo a los Ministros de la Suprema Corte, deben CONOCER LA REALIDAD de la situación que impera en México. Es inadmisible pensar en juzgadores que no realizan visitas, en conjunto con las Fiscalías y las autoridades encargadas de la investigación de los delitos. Se requiere SABER LAS NECESIDADES Y PROBLEMÁTICAS que enfrentan víctimas u ofendidos, los indiciados, testigos y las autoridades de la materia, para acabar con la impunidad existente en México.","Debe procurarse un mayor acercamiento con la población, para atender los problemas más frecuentes, acudiendo a las causas que son motivo de muchas injusticias. No basta el conocimiento técnico y profundo del orden jurídico, debe haber SENSIBILIDAD SOCIAL respecto los múltiples problemas que enfrentan quienes sufren una injusticia. Las violaciones a los derechos humanos, sin excepción, deben ser corregidas y castigados los responsables. La función jurisdiccional debe buscar siempre la justicia."
45,46,GARCIA GUERRA ANGEL MARIO,H,1964-07-24,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_54.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/54.jpg,"Me interesa hacer un cambio real al interior del Poder Judicial de la Federación, en beneficio del pueblo de México.","Me interesa hacer cambios radicales en la Suprema Corte de Justicia de la Nación, principalmente en el tema de la jurisprudencia, quiero hacer una revisión de todos esos criterios que se emitieron en perjuicio del pueblo y para favorecer a grupos específicos o poderes fácticos, y a través de un nuevo análisis, hacer todos los cambios necesarios para que la justicia sirva a los que más lo necesitan.","En los últimos años, se han privilegiado las formas por encima de la justicia; es importante que se dejen atrás todos esos formalismos para que haya un acceso real a la justicia que beneficie a todas las mexicanas y mexicanos.","Privilegiar el real y verdadero acceso a la justicia en condiciones de igualdad. Proponer una comisión de jueces, magistrados, colegios de abogados y facultades de derecho, para que en conjunto lleven a cabo una revisión de toda la jurisprudencia de los últimos 40 años, a fin de cambiar todas aquellas que hayan sido creadas para privilegiar a grupos de poder, o para negar acceso a la justicia a los más necesitados.","Limitar el uso de la suplencia en la queja, únicamente cuando exista una verdadera violación a derechos fundamentales que trasciendan al fondo del asunto, pero nunca por cuestiones formales.","Impulsar el uso de tecnologías de vanguardia para hacer los procesos más rápidos, eficientes y accesibles, de manera que todos y todas las mexicanas puedan beneficiarse de una justicia moderna y ágil."
46,47,GARDUÑO PASTEN RICARDO,H,,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_4106.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/4106.jpg,"Para servir a la sociedad mexicana en la impartición de justicia real, social, humana, imparcial y apegada a Derecho.","Se deben generar criterios que tiendan a la solución rápida y de fondo de los juicios; asimismo, se debe buscar el acercamiento de la persona juzgadora a la sociedad para conocer los obstáculos existentes para acceder al sistema de justicia real, eficaz y humano. De igual forma, las personas Ministras deben mantener diálogo constante con la sociedad y los órganos jurisdiccionales para conocer la realidad e impacto de sus determinaciones a nivel funcional, social, económico y medioambiental.","Dos pilares que se deben destacar en la justicia: realismo y humanismo. Deben emitirse criterios y resoluciones que tiendan a resolver conflictos de fondo, no desconozcan la doctrina, pero tampoco la realidad, la necesidad social, los Derechos Humanos y la inclusión. Una justicia accesible, cercana, sin discriminación, que proteja a los grupos vulnerables, que atienda la perspectiva de género y a la sociedad en general; solo así se logrará el desarrollo económico, social y medioambiental.","Las y los Ministros de la Suprema Corte de Justicia de la Nación, de forma aleatoria, rotativa y con rendición de cuentas, deberían distribuirse los Circuitos Judiciales del PJF, con la finalidad de recabar el sentir de la ciudadanía y mostrarles las acciones que realice el Alto Tribunal. Además, buscar que este pueda sesionar en diferentes sedes, descentralizando la práctica de esa función. Por ejemplo, hacerlo en Ciudad Juárez, Chihuahua o en el lugar donde exista un caso relevante a resolver.","La Suprema Corte de Justicia de la Nación debe privilegiar la inclusión y el escuchar en audiencia abierta a las partes en conflicto cuando se estime necesario, así como a expertos en la materia a resolver, antes de emitir la sentencia respectiva. Ello es indispensable para conocer el contexto técnico, real y objetivo del tema en conflicto, lo mismo que, en su caso, el Derecho comparado o lo dicho por otros Tribunales Constitucionales, Legales o en materia de Derechos Humanos.","El alto Tribunal debe generar criterios que tiendan a la solución de conflictos a través de medios alternos, de solución de controversias, para que no sea necesario el desgaste en juicios, privilegiando la justicia por medios digitales."
47,48,GUERRERO GARCIA ARISTIDES RODRIGO,H,1984-04-27,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_243.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/243.jpg,"Quiero una justicia cercana, inclusiva, con un ecosistema digital, lenguaje sencillo y sesiones públicas en todo el país","La función jurisdiccional debe modernizarse mediante el uso de inteligencia artificial, mejorar la capacitación de operadores jurídicos y garantizar la coherencia en los criterios judiciales. Se busca agilizar los procesos, reducir discrecionalidad y asegurar que los jueces resuelvan con imparcialidad, eficiencia y sensibilidad hacia la diversidad.","La impartición de justicia debe ser cercana, incluyente y accesible, sin barreras estructurales, reales o simbólicas. Debe garantizar transparencia y rendición de cuentas, generando sentencias claras y comprensibles para todas las personas. La justicia no puede ser impartida desde el velo y privilegio del escritorio; debe responder a las demandas sociales, fortaleciendo la confianza en las instituciones y promoviendo la igualdad.","Justicia cercana y transparente. La Suprema Corte debe salir de sus oficinas y acercarse al pueblo. Propongo la creación de la Corte Itinerante, llevando sesiones públicas a universidades, plazas y comunidades marginadas. Además, impulsar el derecho a entender el Derecho, garantizando que las sentencias sean claras, sin tecnicismos innecesarios, accesibles en lenguas indígenas y formatos inclusivos, fomentando así la confianza y el acceso equitativo a la justicia.","Desarrollo del ecosistema digital para la impartición de justicia de la SCJN. La modernización del sistema judicial es clave. Implementaré el ecosistema, un sistema de inteligencia artificial para agilizar la redacción de sentencias, reducir tiempos y garantizar coherencia en los criterios judiciales. También promoveré la digitalización de procedimientos, optimizando la eficiencia judicial y eliminando barreras que impiden el acceso a la justicia.","Justicia humanista e incluyente. La justicia debe proteger a los grupos en situación de vulnerabilidad. Impulsaré la emisión de sentencias en lengua indígena, lectura fácil, braille y audio, asegurando accesibilidad para todas las personas. Además, fortaleceré la presencia de intérpretes y asesores especializados en los procesos judiciales, garantizando que las personas indígenas, con discapacidad y de comunidades marginadas, reciban un trato equitativo y digno."
48,49,GUTIERREZ PRIEGO CESAR MARIO,H,1976-05-05,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_56.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/56.jpg,Porque quiero tener la oportunidad de aportar a mi país con la mayor de mis capacidades en beneficio de la ciudadanía.,"Mi visión tiene que garantizar el acceso a la justicia y que todos tengan la posibilidad de ser escuchados y juzgados conforme a la protección de los derechos humanos y procesales siendo los órganos de justicia los guardianes de estas libertades incluyendo el control de constitucionalidad de las leyes y actos constitucionales acorde a nuestra Constitución teniendo una función social con sus resoluciones a contribuir no solo a la razón y a la ley, sino también al bienestar colectivo.","Mi visión de la justicia tiene que ver con el proceso en el cual los órganos jurisdiccionales aplican el Derecho para resolver conflictos, teniendo los juzgadores independencia judicial, la sociedad acceso a la justicia, misma que debe ser acorde al debido proceso, respetando las garantías a ser oído y vencido en un juicio justo con resoluciones fundadas y motivadas aplicando la norma jurídica a los casos en concreto y sirviendo para la resolución de conflictos entre particulares y el Estado.","Utilizar las herramientas tecnológicas como las plataformas electrónicas para agilizar los procesos y disputas, reduciendo la burocracia, optimizando los tiempos, para que la justicia sea más accesible para todas las personas.","Procesos transparentes y con rendición de cuentas haciendo accesibles las resoluciones judiciales por los medios digitales, respetando en todo momento los datos sensibles y personales para que el ciudadano conozca el actuar de los miembros del Poder Judicial y de esa forma evitar posibles actos de corrupción.","Despresurizar el Sistema de Justicia Penal, utilizando los medios alternativos de solución de conflictos como la negociación, mediación, conciliación, tal y como lo establece nuestra Constitución Política, no criminalizando cualquier actuar, ya que lo importante es dar solución a las víctimas, la reparación del daño y los intereses de los terceros perjudicados agilizando los procesos en esta materia y desahogando la sobrecarga que tienen los Juzgados Penales."
49,50,HERNANDEZ PALACIOS MIRON LUIS RAFAEL,H,2047-04-28,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_244.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/244.jpg,Comprometido con la justicia. Mi experiencia me permite apreciar la necesaria renovación de la impartición de justicia.,"Debe garantizarse la autonomía e independencia del Poder Judicial Federal. El fortalecimiento de los órganos de impartición de justicia, en un adecuado ejercicio de división y gradación de poderes, fortalece el Estado de derecho y el equilibrio de las funciones que a cada uno corresponde, la seguridad y estabilidad de los juzgadores es garantía para los justiciables, unido a la búsqueda de la excelencia y honestidad, que debe ser evaluada permanentemente.","La impartición de justicia debe ser oportuna, honesta, expedita y eficaz. Se requiere establecer cercanía permanente con los justiciables a través de la inmediatez y la atención cotidiana. Es deber del impartidor de justicia establecer la cercanía con las partes en litigio, de manera honesta y respetuosa. La impartición de justicia requiere la honorabilidad, excelencia, objetividad y profesionalismo para garantizar la impartición de justicia.","Garantizar el ejercicio de la reforma en materia de derechos humanos para lograr la interpretación del bloque constitucional y el principio Pro Persona. Ello implica la aplicabilidad directa de las normas constitucionales del bloque, articuladas con los tratados internacionales, ampliando la labor interpretativa de los jueces, la aplicación del bloque de constitucionalidad como criterio y parámetro. Con ello se dará claridad y difusión a la totalidad de derechos humanos, en su progresividad.","Establecer criterios para el ejercicio de la facultad de atracción por parte de la Suprema Corte, a través de una técnica hermenéutica que dé garantía a los justiciables, para que esta facultad pueda llevarse a cabo de manera precisa, no arbitraria, pero no sujeta a reglas formales. Las resoluciones de atracción deben fundarse en la casuística, para establecer la relevancia del caso como labor positiva de la importancia objetiva.","Una justicia cercana a la sociedad es una demanda profundamente sentida. Se requiere de garantizar la audiencia y atención por parte de los impartidores de justicia. Se precisa de métodos normativos para evitar la discrecionalidad en el ejercicio de esta garantía. Pero sobre todo se requiere una actitud de generosidad, honestidad y transparencia, para que sea sensible la cercanía al juzgador y el saber escuchar de manera directa, sobre todo a los sectores menos favorecidos de la sociedad."
50,51,ILLANES OLIVARES ROBERTO SALVADOR,H,1979-03-17,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_58.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/58.jpg,"Anhelo desde la honestidad, responsabilidad y amor a México, servir a mi hermoso país y a mis hermanos Mexicanos.","Servir a la Nación y al pueblo Mexicano. Es decir, juzgar con la consciencia y sensibilidad de ser un instrumento, una vía y una herramienta para la justicia e intereses sociales. La función jurisdiccional es un medio y no un fin, ni los juzgadores deben ser una toga de soberbia y privilegios.","Defender la soberanía nacional, impulsar los intereses estratégicos del país y velar por los derechos humanos de las y los mexicanos, haciendo de la ponencia a mi cargo un punto de encuentro entre el Estado y los gobernados en búsqueda de un verdadero Estado de derecho en un México en evolución.","Desarrollar jurisprudencialmente la figura de la tutela cautelar (medidas cautelares/providencias precautorias), para que, con amplitud de efectos y sin excesos, constituyan una herramienta eficaz de acceso a la justicia y den a las partes en conflicto un alivio provisional a su situación jurídica mientras el juicio se resuelve en definitiva; lo que además generará una vía alterna de solución de controversias como al efecto dispone el artículo 17 constitucional.","Dictar sentencias de fondo que resuelvan en definitiva el conflicto entre las partes en contienda y que, además, jurisprudencialmente, tiendan lineamientos para futuros casos análogos que den herramientas, tanto a las partes como a los tribunales, para resolver tales cuestiones jurídicas sin necesidad de transitar todas las instancias judiciales hasta alcanzar a la Suprema Corte de Justicia de la Nación. Haciendo con esto que cualquier autoridad del país de cualquier fuero o grado.","Emitir sentencias que, en sí mismas, contengan los lineamientos precisos para su propia ejecución (forma, tiempo y condiciones). Garantizando a las partes que el fallo resuelva en definitiva el conflicto y este se materialice efectivamente en las partes: en su persona; bienes; derechos, etc. Reduciendo los tiempos de ejecución de las sentencias y el número de recursos o medios de impugnación que puedan dilatarlas."
51,52,JIMENEZ GUTIERREZ JAVIER,H,1970-07-12,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_246.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/246.jpg,"30 años de experiencia en Derecho Comparado y Arbitraje, me dan una visión enriquecedora para mejorar el Poder Judicial.","Busco lograr una Judicatura: INDEPENDIENTE: Ajena a sumisiones con otros poderes, partidos políticos, grupos empresariales u otros grupos de poder. SUSTANTIVA: Preocupada por el fondo de las controversias por encima de elementos procedimentales. CONSTRUCTIVA: Que procure la resolución real de los conflictos sobre las victorias jurídicas nominales. PONDERADA: Ajena al protagonismo y al activismo judicial. DINÁMICA: Consciente de nuestra historia, pero abierta a lecciones del Derecho Comparado.","Es importante subrayar que el juzgador es un aplicador del Derecho y no un forjador de política pública. El juzgador debe tener la capacidad de hacer a un lado sus posiciones personales y sus inclinaciones políticas y dictar una justicia objetiva e imparcial, guiado exclusivamente por el derecho y la buena fe.","Mi primera propuesta es aprender las lecciones del derecho comparado para lograr un sistema judicial menos formalista. Sin dejar de reconocer la importancia del debido proceso, se debe privilegiar el análisis del fondo de las controversias sobre los aspectos formales. El arbitraje internacional y diversos sistemas judiciales de otros países ofrecen ejemplos importantes de sistemas de impartición de justicia que han desarrollado criterios de adjudicación menos formalistas.","Mi segunda propuesta gira en torno a la mayor utilización de los sistemas alternos de solución de controversias (negociación, mediación, procedimientos periciales, arbitrajes, etc.) para construir soluciones efectivas a los litigios. Una solución constructiva efectiva es preferible sobre victorias legales nominales.","Mi tercera propuesta gira en torno a una modernización del Poder Judicial, que a la vez sea sensible de nuestra historia, tradiciones y pluriculturalismo. Esta modernización va desde la utilización de los avances del desarrollo tecnológico, hasta la incorporación de visiones modernas de principios tradicionales en materia de división de poderes, federalismo y derechos humanos."
52,53,LOPEZ ANDRADE GUILLERMO PABLO,H,,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_4049.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/4049.jpg,Para preservar con absoluta independencia la dignidad de la Corte y reinstaurar en ella la confianza de la ciudadanía.,"Defender con honor, incluso a costa de mi vida y mi libertad, los principios y valores sagrados que han forjado nuestra patria durante al menos 219 años, en los que México ha optado por defender una República en la que la división de poderes es sagrada, como mejor forma de gobierno para asegurar la democracia, la defensa de los derechos y libertades humanas; y, la lucha sin cuartel contra la arbitrariedad, la concentración de poder y el absolutismo; sin ceder ante presiones de ningún tipo.","Conceder razón en tiempo breve, con suficiente estudio y con absoluta imparcialidad, a quien merece justicia; privilegiando siempre el bienestar de las personas frente al Estado como lo ordena así la Carta Magna; pero sin perder de vista el interés general y las causas públicas; dando también razón a la autoridad cuando corresponda si así lo dictan los principios constitucionales; defendiendo en todo momento los ideales de justicia, igualdad y libertad por los que dieron la vida nuestros héroes.","Introducir como práctica general la regla de comunicaciones ex parte, de tal forma que, como juzgador, no iniciaría, permitiría o consideraría comunicaciones con alguna de las partes de un juicio sin la presencia de la otra parte o de sus abogados, salvo aquellos casos de urgencia o que resulten justificados. De igual forma, adoptar al máximo mi actuar público o privado los principios y valores de conducta judicial que me permitan ser percibido probadamente como un Ministro imparcial y justo.","Atender con velada prioridad los deberes de la función judicial, sobre cualquier actividad personal o extrajudicial; ejerciendo el máximo cuidado y suma prudencia en la atención de eventos de cualquier índole que puedan implicar una distracción innecesaria de mi máximo compromiso con la Suprema Corte de Justicia de la Nación y con la patria. Mi tiempo será para escuchar a las partes, para estudiar los expedientes, para reflexionar con detenimiento y encontrar en conciencia la decisión más justa.","Desarrollar iniciativas que permitan que los casos de que conoce el Alto Tribunal se sustancien a partir de procesos orales; permitiendo a las partes que, en audiencias públicas, presenten alegatos iniciales, ofrezcan pruebas, las controviertan; y, formulen conclusiones. Esto resulta viable si se introduce un mecanismo más eficiente de selección de casos de máxima relevancia nacional que puedan ser excepcionalmente del conocimiento de la Suprema Corte de Justicia de la Nación."
